TimeOnSite,Age,Gender,AdsClicked,PreviousPurchases,Purchase
-0.3515785878775534,0.010814817543076486,0,0.6810523077695458,0.31983596240929946,1.0
1.6833392040413444,0.010814817543076486,0,0.43962936204608366,-0.6531292353031236,0.0
-0.5501629214892141,-1.720803852911831,1,-1.0089083122946891,-0.1666466364469121,1.0
0.17330823603103232,1.6671457197173358,1,-0.0432165294008406,-0.1666466364469121,0.0
-1.0132512230515902,1.0648435734721506,0,-0.5260624208477649,-0.1666466364469121,1.0
-0.8125498495366148,0.010814817543076486,1,0.6810523077695458,0.806318561265511,0.0
-0.008177532175997978,1.1401313417527987,0,0.6810523077695458,-1.1396118341593353,0.0
-1.7010485776909787,0.3119658906656691,1,0.19820641632262154,-0.6531292353031236,1.0
1.1988586003815818,1.4412824148753915,1,0.43962936204608366,0.31983596240929946,1.0
-0.9877755634127563,0.3119658906656691,0,-1.2503312580181514,-0.6531292353031236,0.0
-0.008177532175997978,0.6884047320689098,1,-0.5260624208477649,0.31983596240929946,0.0
-0.5836351461457833,1.5165701831560396,0,0.19820641632262154,-0.1666466364469121,0.0
0.3599802389446086,0.9142680369108543,0,0.19820641632262154,0.31983596240929946,1.0
-0.008177532175997978,0.010814817543076486,1,-0.5260624208477649,0.31983596240929946,0.0
0.5259451333839955,-0.06447295073757167,0,0.922475253493008,0.806318561265511,0.0
1.7538056349392241,0.38725365894631725,1,0.43962936204608366,3.238843562327164,1.0
0.3946723116483382,-0.5914873287021087,0,-0.2846394751243027,-0.6531292353031236,1.0
-1.5653019209100802,0.010814817543076486,0,-1.2503312580181514,0.806318561265511,0.0
1.3454967153915878,-0.5161995604214606,0,3.347444439438891,-0.6531292353031236,0.0
1.321403193630703,1.4412824148753915,0,-1.2503312580181514,-0.6531292353031236,1.0
0.5203396599598432,0.010814817543076486,1,-0.0432165294008406,-0.1666466364469121,1.0
-1.2345337877199227,1.7424334879979841,0,-0.0432165294008406,3.238843562327164,1.0
1.7540195212486913,0.010814817543076486,0,-0.5260624208477649,-0.1666466364469121,0.0
-0.008177532175997978,0.4625414272269654,0,-1.0089083122946891,-0.1666466364469121,1.0
-1.208490173548281,-0.44091179214081244,1,0.6810523077695458,-1.1396118341593353,0.0
-0.1744634391455342,-1.193789474947294,0,-0.0432165294008406,-0.1666466364469121,1.0
-0.2045194799809605,-0.44091179214081244,1,-1.0089083122946891,0.31983596240929946,1.0
-1.5246379900155975,0.010814817543076486,1,-0.767485366571227,0.806318561265511,0.0
1.7612718527935625,1.7424334879979841,0,-0.2846394751243027,-0.1666466364469121,1.0
-1.2540258924140746,-0.21504848729886797,1,3.347444439438891,-0.1666466364469121,0.0
-0.12220742340843178,0.5378291955076135,0,-0.0432165294008406,-0.6531292353031236,0.0
-0.6859370505502111,-1.193789474947294,1,0.922475253493008,0.31983596240929946,0.0
0.8089435160798143,-1.720803852911831,1,-0.767485366571227,-0.6531292353031236,0.0
-0.008177532175997978,-1.3443650115085903,0,-0.5260624208477649,-0.1666466364469121,0.0
1.1929878111112702,0.010814817543076486,1,-0.2846394751243027,0.806318561265511,0.0
0.1769492328981152,0.763692500349558,0,-0.0432165294008406,-0.6531292353031236,0.0
1.0972857432349603,1.5918579514366877,0,-0.5260624208477649,0.806318561265511,1.0
-0.9516156380508487,1.215419110033447,1,-0.2846394751243027,-0.6531292353031236,0.0
-0.008177532175997978,-1.720803852911831,1,-0.2846394751243027,-0.6531292353031236,0.0
0.40166025152530443,0.010814817543076486,0,0.922475253493008,-1.1396118341593353,1.0
-1.6552570116768268,0.010814817543076486,1,0.19820641632262154,-0.1666466364469121,1.0
-1.2872879060411238,-0.8173506335440532,1,0.6810523077695458,-0.6531292353031236,1.0
1.3653915675306127,0.23667812238502095,1,-0.0432165294008406,0.806318561265511,0.0
